Unnamed: 0,FileName,Year,Date,SectionID,text,fallacy,begin,end,xmiID,subcategory,CompID,SpeechID,CompLabel,CompText,Start,End,SentenceID_begin,SentenceID_end,Current_Sentence,Previous_Sentence,Next_Sentence,Speaker,RelID,RelLAbel
9,1988_25Sep_9,1988,25Sep,9,"An Air Force General not too long ago in Europe who said that pretty soon we'd have airplanes without engines, tank commanders who can't drive their tanks more than three-quarters of a mile, because they don't have enough fuel. Coast Guard cutters tied up at the dock this summer, not patrolling.",AppealtoAuthority,5197,5493,20306,Without Evidence,T8,7,Premise,"Air Force General not too long ago in Europe who said that pretty soon we'd have airplanes without engines, tank commanders who can't drive their tanks more than three-quarters of a mile, because they don't have enough fuel",5200,5423,11,11,"An Air Force General not too long ago in Europe who said that pretty soon we'd have airplanes without engines, tank commanders who can't drive their tanks more than three-quarters of a mile, because they don't have enough fuel.",You're cutting back on maintenance and equipment.,"Coast Guard cutters tied up at the dock this summer, not patrolling.",DUKAKIS,R62,Support
10,1988_25Sep_9,1988,25Sep,9,Every single one of the Joint Chiefs will testify to the fact that readiness is in an historic high.,AppealtoAuthority,6960,7060,20311,Without Evidence,T690,9,Claim,Every single one of the Joint Chiefs will testify to the fact that readiness is in an historic high,6960,7059,5,5,Every single one of the Joint Chiefs will testify to the fact that readiness is in an historic high.,"The armed forces, the conventional forces of the United States have never been more ready.","And secondly, in terms of the cutting of the Coast Guard, the Democratic controlled Congress, so please help us with that, who cut $70 million from the Coast Guard out of the interdiction effort on narcotics.",BUSH,R78,Support
11,2008_07Oct_1,2008,07Oct,1,an enormous burden,AppealtoEmotion,3994,4012,24077,Loaded Language,T15,3,Claim,we've got to fix our energy system that is putting such an enormous burden on families,3938,4024,11,11,"And then long-term we've got to fix our health care system, we've got to fix our energy system that is putting such an enormous burden on families.",It means that we are helping state and local governments set up road projects and bridge projects that keep people in their jobs.,You need somebody working for you and you've got to have somebody in Washington who is thinking about the middle class and not just those who can afford to hire lobbyists.,OBAMA,R17,Support
13,2008_07Oct_1,2008,07Oct,1,"And that's why, for example, on tax policy, what I want to do is provide a middle class tax cut to 95 percent of working Americans, those who are working two jobs, people who are not spending enough time with their kids, because they are struggling to make ends meet.",AppealtoEmotion,8480,8747,24092,Appeal to pity,T75,12,Claim,"on tax policy, what I want to do is provide a middle class tax cut to 95 percent of working Americans, those who are working two jobs, people who are not spending enough time with their kids",8509,8699,3,3,"And that's why, for example, on tax policy, what I want to do is provide a middle class tax cut to 95 percent of working Americans, those who are working two jobs, people who are not spending enough time with their kids, because they are struggling to make ends meet.","For many of you, it is getting harder and harder to save, harder and harder to retire.",Senator McCain is right that we've got to stabilize housing prices.,OBAMA,,
13,2008_07Oct_1,2008,07Oct,1,"And that's why, for example, on tax policy, what I want to do is provide a middle class tax cut to 95 percent of working Americans, those who are working two jobs, people who are not spending enough time with their kids, because they are struggling to make ends meet.",AppealtoEmotion,8480,8747,24092,Appeal to pity,T76,12,Premise,they are struggling to make ends meet,8709,8746,3,3,"And that's why, for example, on tax policy, what I want to do is provide a middle class tax cut to 95 percent of working Americans, those who are working two jobs, people who are not spending enough time with their kids, because they are struggling to make ends meet.","For many of you, it is getting harder and harder to save, harder and harder to retire.",Senator McCain is right that we've got to stabilize housing prices.,OBAMA,R56,Support
415,2008_07Oct_1,2008,07Oct,1,"Americans are angry, they're upset, and they're a little fearful.",AppealtoEmotion,4449,4514,24077,Loaded Language,T24,5,Premise,Americans are angry,4449,4468,5,5,"Americans are angry, they're upset, and they're a little fearful.",You go to the heart of America's worries tonight.,It's our job to fix the problem.,MCCAIN,*,Equivalent
415,2008_07Oct_1,2008,07Oct,1,"Americans are angry, they're upset, and they're a little fearful.",AppealtoEmotion,4449,4514,24077,Loaded Language,T24,5,Premise,Americans are angry,4449,4468,5,5,"Americans are angry, they're upset, and they're a little fearful.",You go to the heart of America's worries tonight.,It's our job to fix the problem.,MCCAIN,R19,Support
415,2008_07Oct_1,2008,07Oct,1,"Americans are angry, they're upset, and they're a little fearful.",AppealtoEmotion,4449,4514,24077,Loaded Language,T25,5,Premise,they're upset,4470,4483,5,5,"Americans are angry, they're upset, and they're a little fearful.",You go to the heart of America's worries tonight.,It's our job to fix the problem.,MCCAIN,*,Equivalent
415,2008_07Oct_1,2008,07Oct,1,"Americans are angry, they're upset, and they're a little fearful.",AppealtoEmotion,4449,4514,24077,Loaded Language,T25,5,Premise,they're upset,4470,4483,5,5,"Americans are angry, they're upset, and they're a little fearful.",You go to the heart of America's worries tonight.,It's our job to fix the problem.,MCCAIN,REx0,Support
415,2008_07Oct_1,2008,07Oct,1,"Americans are angry, they're upset, and they're a little fearful.",AppealtoEmotion,4449,4514,24077,Loaded Language,T26,5,Premise,they're a little fearful,4489,4513,5,5,"Americans are angry, they're upset, and they're a little fearful.",You go to the heart of America's worries tonight.,It's our job to fix the problem.,MCCAIN,R18,Support
15,1992_15Oct_8,1992,15Oct,8,"I've had more people talk to me about their health care problems I guess than anything else, all across America -- you know, people who've lost their jobs, lost their businesses, had to give up their jobs because of sick children.",AppealtoEmotion,315,545,23975,Appeal to pity,T394,2,Premise,"all across America -- you know, people who've lost their jobs, lost their businesses, had to give up their jobs because of sick children",408,544,0,0,"CLINTON: I've had more people talk to me about their health care problems I guess than anything else, all across America -- you know, people who've lost their jobs, lost their businesses, had to give up their jobs because of sick children.","CLINTON: I've had more people talk to me about their health care problems I guess than anything else, all across America -- you know, people who've lost their jobs, lost their businesses, had to give up their jobs because of sick children.",So let me try to answer you in this way.,CLINTON,R6,Support
16,1992_15Oct_8,1992,15Oct,8,"So we have to have, in my judgment, a drastic simplification of the basic health insurance policies of this country, be very comprehensive for everybody.",AppealtoEmotion,1178,1331,23980,Loaded Language,T400,2,Claim,"we have to have, in my judgment, a drastic simplification of the basic health insurance policies of this country, be very comprehensive for everybody",1181,1330,8,8,"So we have to have, in my judgment, a drastic simplification of the basic health insurance policies of this country, be very comprehensive for everybody.","Number one, we spend at least $60 billion a year on insurance, administrative cost, bureaucracy, and government regulation that wouldn't be spent in any other nation.","Employers would cover their employees, government would cover the unemployed.",CLINTON,,
17,1992_15Oct_8,1992,15Oct,8,"This is very important. It's a big human problem and a devastating economic problem for America, and I'm going to send a plan to do this within the first 100 days of my presidency. It's terribly important.",AppealtoEmotion,2984,3189,23985,Loaded Language,T412,2,Premise,It's a big human problem and a devastating economic problem for America,3008,3079,23,23,"It's a big human problem and a devastating economic problem for America, and I'm going to send a plan to do this within the first 100 days of my presidency.",This is very important.,It's terribly important.,CLINTON,R16,Support
17,1992_15Oct_8,1992,15Oct,8,"This is very important. It's a big human problem and a devastating economic problem for America, and I'm going to send a plan to do this within the first 100 days of my presidency. It's terribly important.",AppealtoEmotion,2984,3189,23985,Loaded Language,T413,2,Claim,I'm going to send a plan to do this within the first 100 days of my presidency,3085,3163,23,23,"It's a big human problem and a devastating economic problem for America, and I'm going to send a plan to do this within the first 100 days of my presidency.",This is very important.,It's terribly important.,CLINTON,,
17,1992_15Oct_8,1992,15Oct,8,"This is very important. It's a big human problem and a devastating economic problem for America, and I'm going to send a plan to do this within the first 100 days of my presidency. It's terribly important.",AppealtoEmotion,2984,3189,23985,Loaded Language,T414,2,Premise,It's terribly important,3165,3188,24,24,It's terribly important.,"It's a big human problem and a devastating economic problem for America, and I'm going to send a plan to do this within the first 100 days of my presidency.",It's terribly important.,CLINTON,R15,Support
17,1992_15Oct_8,1992,15Oct,8,"This is very important. It's a big human problem and a devastating economic problem for America, and I'm going to send a plan to do this within the first 100 days of my presidency. It's terribly important.",AppealtoEmotion,2984,3189,23985,Loaded Language,T1,2,Premise,This is very important,2984,3006,22,22,This is very important.,They now have a plan to cover everybody and their premiums are two-thirds of the rest of the country.,"It's a big human problem and a devastating economic problem for America, and I'm going to send a plan to do this within the first 100 days of my presidency.",CLINTON,R17,Equivalent
18,1992_15Oct_8,1992,15Oct,8,"It costs $20-25 billion a year, and I want to see those outrageous claims capped.",AppealtoEmotion,3751,3832,23990,Loaded Language,T424,4,Premise,It costs $20-25 billion a year,3751,3781,9,9,"It costs $20-25 billion a year, and I want to see those outrageous claims capped.",They're breaking the system.,Doctors don't dare to deliver babies sometimes because they're afraid that somebody's going to sue them.,BUSH,R23,Support
18,1992_15Oct_8,1992,15Oct,8,"It costs $20-25 billion a year, and I want to see those outrageous claims capped.",AppealtoEmotion,3751,3832,23990,Loaded Language,T425,4,Claim,I want to see those outrageous claims capped,3787,3831,9,9,"It costs $20-25 billion a year, and I want to see those outrageous claims capped.",They're breaking the system.,Doctors don't dare to deliver babies sometimes because they're afraid that somebody's going to sue them.,BUSH,,
20,1992_15Oct_8,1992,15Oct,8,Till you change it you're gonna be unhappy.,AppealtoEmotion,7802,7845,24000,Appeal to fear,T475,6,Claim,Till you change it you're gonna be unhappy,7802,7844,32,32,Till you change it you're gonna be unhappy.,That's the way the game's played now.,Till you change it you're gonna be unhappy.,PEROT,R59,Support
21,1980_21Sep_6,1980,21Sep,6,"With regard to the freedom of the individual for choice with regard to abortion, there's one individual who's not being considered at all. That's the one who is being aborted.",AppealtoEmotion,5267,5442,18241,Appeal to pity,T295,9,Claim,"With regard to the freedom of the individual for choice with regard to abortion, there's one individual who's not being considered at all",5267,5404,3,3,"With regard to the freedom of the individual for choice with regard to abortion, there's one individual who's not being considered at all.",I think all of us should have a respect for innocent life.,That's the one who is being aborted.,REAGAN,,
21,1980_21Sep_6,1980,21Sep,6,"With regard to the freedom of the individual for choice with regard to abortion, there's one individual who's not being considered at all. That's the one who is being aborted.",AppealtoEmotion,5267,5442,18241,Appeal to pity,T296,9,Premise,That's the one who is being aborted,5406,5441,4,4,That's the one who is being aborted.,"With regard to the freedom of the individual for choice with regard to abortion, there's one individual who's not being considered at all.",And I've noticed that everybody that is for abortion has already been born.,REAGAN,R30,Support
22,1980_21Sep_6,1980,21Sep,6,is an unborn child a human being?,AppealtoEmotion,5774,5807,18246,Appeal to pity,T294,9,Premise,"if we would determine once and for all, is an unborn child a human being?",5734,5807,6,6,"I I think that, technically, I know this is a difficult and an emotional problem, and many people sincerely feel on both sides of this, but I do believe that maybe we could find the answer through medical evidence, if we would determine once and for all, is an unborn child a human being?",And I've noticed that everybody that is for abortion has already been born.,I happen to believe it is.,REAGAN,R32,Support
22,1980_21Sep_6,1980,21Sep,6,is an unborn child a human being?,AppealtoEmotion,5774,5807,18246,Appeal to pity,T294,9,Premise,"if we would determine once and for all, is an unborn child a human being?",5734,5807,6,6,"I I think that, technically, I know this is a difficult and an emotional problem, and many people sincerely feel on both sides of this, but I do believe that maybe we could find the answer through medical evidence, if we would determine once and for all, is an unborn child a human being?",And I've noticed that everybody that is for abortion has already been born.,I happen to believe it is.,REAGAN,R33,Support
22,1980_21Sep_6,1980,21Sep,6,is an unborn child a human being?,AppealtoEmotion,5774,5807,18246,Appeal to pity,T294,9,Premise,"if we would determine once and for all, is an unborn child a human being?",5734,5807,6,6,"I I think that, technically, I know this is a difficult and an emotional problem, and many people sincerely feel on both sides of this, but I do believe that maybe we could find the answer through medical evidence, if we would determine once and for all, is an unborn child a human being?",And I've noticed that everybody that is for abortion has already been born.,I happen to believe it is.,REAGAN,R36,Support
23,1980_21Sep_6,1980,21Sep,6,"But whether I agree or disagree with some individual, or what he may say, or how he may say it, I don't think there's any way that we can suggest that because people believe in God and go to church, that they should not want reflected in those people and those causes they support, their own belief in morality, and in the high traditions and principles which we've abandoned so much in this country.",AppealtoAuthority,873,1273,18236,Appeal to popular opinion,T1,4,Claim,"I don't think there's any way that we can suggest that because people believe in God and go to church, that they should not want reflected in those people and those causes they support, their own belief in morality, and in the high traditions and principles which we've abandoned so much in this country",969,1272,1,1,"But whether I agree or disagree with some individual, or what he may say, or how he may say it, I don't think there's any way that we can suggest that because people believe in God and go to church, that they should not want reflected in those people and those causes they support, their own belief in morality, and in the high traditions and principles which we've abandoned so much in this country.","REAGAN: Oh, I'm it's my question.","Going around this country, I think that I have found a great hunger in America for a spiritual revival.",REAGAN,R1,Support
24,1980_21Sep_6,1980,21Sep,6,separation of church and state,Slogans,3016,3046,18211,Slogan,T274,7,Claim,"to try to tell the parishioners of any church, of any denomination, how they should vote, or for whom they should vote, I think violates the principle of separation of church and state",2862,3046,2,2,"But to try, as occurred in the case that you mentioned - that specific case - to try to tell the parishioners of any church, of any denomination, how they should vote, or for whom they should vote, I think violates the principle of separation of church and state.","Golden, certainly the church has the right to take a position on moral issues.","Now, Governor Reagan is running on a platform that calls for a Constitutional amendment banning abortion.",ANDERSON,,
25,1980_21Sep_6,1980,21Sep,6,freedom of choice,Slogans,3809,3826,18216,Slogan,T279,7,Claim,I believe in freedom of choice,3796,3826,8,8,I believe in freedom of choice.,No.,I don't believe in Constitutional Amendments that would interfere with that.,ANDERSON,R16,Attack
25,1980_21Sep_6,1980,21Sep,6,freedom of choice,Slogans,3809,3826,18216,Slogan,T279,7,Claim,I believe in freedom of choice,3796,3826,8,8,I believe in freedom of choice.,No.,I don't believe in Constitutional Amendments that would interfere with that.,ANDERSON,R18,Attack
25,1980_21Sep_6,1980,21Sep,6,freedom of choice,Slogans,3809,3826,18216,Slogan,T279,7,Claim,I believe in freedom of choice,3796,3826,8,8,I believe in freedom of choice.,No.,I don't believe in Constitutional Amendments that would interfere with that.,ANDERSON,R19,Attack
26,1980_21Sep_6,1980,21Sep,6,First Amendment,Slogans,6589,6604,18221,Slogan,T301,11,Premise,if we really believe in the First Amendment,6561,6604,2,2,"And for the state to interfere in that decision, under whatever guise, and with whatever rationale, for the state to try to take over in that situation, and by edict, command what the individual shall do, and substitute itself for that individual's conscience, for her right to consult her rabbi, her minister, her priest, her doctor - any other counselor of her choice - I think goes beyond what we want to ever see accomplished in this country, if we really believe in the First Amendment: if we really believe in freedom of choice and the right of the individual.","And I also believe, sir, that the most personal intimate decision that any woman is ever called upon to make is the decision as to whether or not she shall carry a pregnancy to term.","And for the state to interfere in that decision, under whatever guise, and with whatever rationale, for the state to try to take over in that situation, and by edict, command what the individual shall do, and substitute itself for that individual's conscience, for her right to consult her rabbi, her minister, her priest, her doctor - any other counselor of her choice - I think goes beyond what we want to ever see accomplished in this country, if we really believe in the First Amendment: if we really believe in freedom of choice and the right of the individual.",ANDERSON,R39,Support
26,1980_21Sep_6,1980,21Sep,6,First Amendment,Slogans,6589,6604,18221,Slogan,T301,11,Premise,if we really believe in the First Amendment,6561,6604,2,2,"And for the state to interfere in that decision, under whatever guise, and with whatever rationale, for the state to try to take over in that situation, and by edict, command what the individual shall do, and substitute itself for that individual's conscience, for her right to consult her rabbi, her minister, her priest, her doctor - any other counselor of her choice - I think goes beyond what we want to ever see accomplished in this country, if we really believe in the First Amendment: if we really believe in freedom of choice and the right of the individual.","And I also believe, sir, that the most personal intimate decision that any woman is ever called upon to make is the decision as to whether or not she shall carry a pregnancy to term.","And for the state to interfere in that decision, under whatever guise, and with whatever rationale, for the state to try to take over in that situation, and by edict, command what the individual shall do, and substitute itself for that individual's conscience, for her right to consult her rabbi, her minister, her priest, her doctor - any other counselor of her choice - I think goes beyond what we want to ever see accomplished in this country, if we really believe in the First Amendment: if we really believe in freedom of choice and the right of the individual.",ANDERSON,R41,Support
27,1980_21Sep_6,1980,21Sep,6,freedom of choice,Slogans,6630,6647,18226,Slogan,T302,11,Premise,if we really believe in freedom of choice and the right of the individual,6606,6679,2,2,"And for the state to interfere in that decision, under whatever guise, and with whatever rationale, for the state to try to take over in that situation, and by edict, command what the individual shall do, and substitute itself for that individual's conscience, for her right to consult her rabbi, her minister, her priest, her doctor - any other counselor of her choice - I think goes beyond what we want to ever see accomplished in this country, if we really believe in the First Amendment: if we really believe in freedom of choice and the right of the individual.","And I also believe, sir, that the most personal intimate decision that any woman is ever called upon to make is the decision as to whether or not she shall carry a pregnancy to term.","And for the state to interfere in that decision, under whatever guise, and with whatever rationale, for the state to try to take over in that situation, and by edict, command what the individual shall do, and substitute itself for that individual's conscience, for her right to consult her rabbi, her minister, her priest, her doctor - any other counselor of her choice - I think goes beyond what we want to ever see accomplished in this country, if we really believe in the First Amendment: if we really believe in freedom of choice and the right of the individual.",ANDERSON,R40,Support
28,1980_21Sep_6,1980,21Sep,6,right of the individual,Slogans,6656,6679,18231,Slogan,T302,11,Premise,if we really believe in freedom of choice and the right of the individual,6606,6679,2,2,"And for the state to interfere in that decision, under whatever guise, and with whatever rationale, for the state to try to take over in that situation, and by edict, command what the individual shall do, and substitute itself for that individual's conscience, for her right to consult her rabbi, her minister, her priest, her doctor - any other counselor of her choice - I think goes beyond what we want to ever see accomplished in this country, if we really believe in the First Amendment: if we really believe in freedom of choice and the right of the individual.","And I also believe, sir, that the most personal intimate decision that any woman is ever called upon to make is the decision as to whether or not she shall carry a pregnancy to term.","And for the state to interfere in that decision, under whatever guise, and with whatever rationale, for the state to try to take over in that situation, and by edict, command what the individual shall do, and substitute itself for that individual's conscience, for her right to consult her rabbi, her minister, her priest, her doctor - any other counselor of her choice - I think goes beyond what we want to ever see accomplished in this country, if we really believe in the First Amendment: if we really believe in freedom of choice and the right of the individual.",ANDERSON,R40,Support
29,1992_15Oct_7,1992,15Oct,7,a sorry little post office that can't do anything right,AppealtoEmotion,696,751,11219,Loaded Language,T360,4,Premise,"For 38 years one party has controlled the House of Representatives, and the result, a sorry little post office that can't do anything right and a bank that has more overdrafts than all the Chase Bank and Citibank put together",612,837,5,5,"For 38 years one party has controlled the House of Representatives, and the result, a sorry little post office that can't do anything right and a bank that has more overdrafts than all the Chase Bank and Citibank put together.",Congress has gotten kind of institutionalized.,We've got to do something about it.,BUSH,R6,Support
30,1992_15Oct_7,1992,15Oct,7,"And so I favor, strongly favor, term limits.",AppealtoEmotion,971,1015,11224,Loaded Language,T362,4,Claim,"I favor, strongly favor, term limits",978,1014,8,8,"And so I favor, strongly favor, term limits.","And I think you get a certain arrogance, bureaucratic arrogance, if people stay there too long.",And how to get them passed?,BUSH,R8,Equivalent
32,1992_15Oct_7,1992,15Oct,7,"I don't think there are any villains, but, boy, is the system rotten.",AppealtoEmotion,3918,3987,11234,Loaded Language,T382,8,Claim,"I don't think there are any villains, but, boy, is the system rotten",3918,3986,13,13,"I don't think there are any villains, but, boy, is the system rotten.","They're all nice people, they're just in a bad system.","I don't think there are any villains, but, boy, is the system rotten.",PEROT,,
33,1992_15Oct_7,1992,15Oct,7,"I think the American people want it now. Every place I go I talk about it, and I think they want it done.",AppealtoAuthority,1112,1217,11214,Appeal to popular opinion,T366,4,Claim,I think the American people want it now,1112,1151,12,12,I think the American people want it now.,And I think you will.,"Every place I go I talk about it, and I think they want it done.",BUSH,R10,Support
33,1992_15Oct_7,1992,15Oct,7,"I think the American people want it now. Every place I go I talk about it, and I think they want it done.",AppealtoAuthority,1112,1217,11214,Appeal to popular opinion,T367,4,Claim,"Every place I go I talk about it, and I think they want it done",1153,1216,13,13,"Every place I go I talk about it, and I think they want it done.",I think the American people want it now.,"Actually, you'd have to have some amendments to the Constitution because of the way the Constitution reads.",BUSH,R9,Support
34,1992_15Oct_7,1992,15Oct,7,"For 38 years one party has controlled the House of Representatives, and the result, a sorry little post office that can't do anything right and a bank that has more overdrafts than all the Chase Bank and Citibank put together.",FalseCause,612,838,11209,False cause,T360,4,Premise,"For 38 years one party has controlled the House of Representatives, and the result, a sorry little post office that can't do anything right and a bank that has more overdrafts than all the Chase Bank and Citibank put together",612,837,5,5,"For 38 years one party has controlled the House of Representatives, and the result, a sorry little post office that can't do anything right and a bank that has more overdrafts than all the Chase Bank and Citibank put together.",Congress has gotten kind of institutionalized.,We've got to do something about it.,BUSH,R6,Support
35,1992_15Oct_7,1992,15Oct,7,"And I think you get a certain arrogance, bureaucratic arrogance, if people stay there too long.",Slipperyslope,875,970,11204,Slippery slope,T361,4,Claim,"I think you get a certain arrogance, bureaucratic arrogance, if people stay there too long",879,969,7,7,"And I think you get a certain arrogance, bureaucratic arrogance, if people stay there too long.",We've got to do something about it.,"And so I favor, strongly favor, term limits.",BUSH,R7,Support
1386,1992_15Oct_7,1992,15Oct,7,strongly,AppealtoEmotion,272,280,11204,Loaded Language,T354,4,Claim,I strongly support term limits for members of the US Congress,270,331,0,0,BUSH: I strongly support term limits for members of the US Congress.,BUSH: I strongly support term limits for members of the US Congress.,"I believe it would return the government closer to the people, the way that Ross Perot is talking about.",BUSH,,
1387,1992_15Oct_7,1992,15Oct,7,a sorry little post office,AppealtoEmotion,696,722,11209,Loaded Language,T360,4,Premise,"For 38 years one party has controlled the House of Representatives, and the result, a sorry little post office that can't do anything right and a bank that has more overdrafts than all the Chase Bank and Citibank put together",612,837,5,5,"For 38 years one party has controlled the House of Representatives, and the result, a sorry little post office that can't do anything right and a bank that has more overdrafts than all the Chase Bank and Citibank put together.",Congress has gotten kind of institutionalized.,We've got to do something about it.,BUSH,R6,Support
1388,1992_15Oct_7,1992,15Oct,7,strongly favor,AppealtoEmotion,987,1001,11219,Loaded Language,T362,4,Claim,"I favor, strongly favor, term limits",978,1014,8,8,"And so I favor, strongly favor, term limits.","And I think you get a certain arrogance, bureaucratic arrogance, if people stay there too long.",And how to get them passed?,BUSH,R8,Equivalent
